uf,municipio,desastre,decreto_estadual,data_estadual,processo,data_dou,link,cobrade,slug,geocodigo,municipiocod_TSE,semana,ano
BA,Ubaitaba,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,ubaitaba-ba,2932200,39438,53,2021
BA,Ubatã,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,ubata-ba,2932309,39454,53,2021
BA,Uruçuca,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,urucuca-ba,2932705,39535,53,2021
BA,Valença,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,valenca-ba,2932903,39578,53,2021
BA,Vitória da Conquista,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,vitoria-da-conquista-ba,2933307,39659,53,2021
BA,Wanderley,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,wanderley-ba,2933455,39993,53,2021
BA,Wenceslau Guimarães,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,20.994,27/12/2021,,28/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.345-de-27-de-dezembro-de-2021-370319215,1.3.2.1.4,wenceslau-guimaraes-ba,2933505,39691,53,2021
BA,Apuarema,Chuvas Intensas - 1.3.2.1.4,324,10/12/2021,59051.014041/2021-63,29/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.362-de-28-de-dezembro-de-2021-370598355,1.3.2.1.4,apuarema-ba,2901957,33405,53,2021
BA,Ribeira do Pombal,Chuvas Intensas - 1.3.2.1.4,91,05/12/2021,59051.014079/2021-36,29/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.362-de-28-de-dezembro-de-2021-370598355,1.3.2.1.4,ribeira-do-pombal-ba,2926608,38334,53,2021
ES,Vargem Alta,Alagamentos - 1.2.3.0.0,4599,08/12/2021,59051.014102/2021-92,29/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.362-de-28-de-dezembro-de-2021-370598355,1.2.3.0.0,vargem-alta-es,3205036,57959,53,2021
MG,Alvinópolis,Chuvas Intensas - 1.3.2.1.4,3.239,17/11/2021,59051.014106/2021-71,29/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.362-de-28-de-dezembro-de-2021-370598355,1.3.2.1.4,alvinopolis-mg,3102308,40452,53,2021
MG,Frei Inocêncio,Enxurradas - 1.2.2.0.0,63,11/11/2021,59051.013664/2021-19,29/12/2021,https://www.in.gov.br/en/web/dou/-/portaria-n-3.362-de-28-de-dezembro-de-2021-370598355,1.2.2.0.0,frei-inocencio-mg,3126901,45373,53,2021
BA,Amélia Rodrigues,Chuvas Intensas - 1.3.2.1.4,102,11/11/2021,,5/1/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,amelia-rodrigues-ba,2901106,33219,2,2022
BA,Andaraí,Chuvas Intensas - 1.3.2.1.4,2.421,15/12/2021,59051.014205/2022-33,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,andarai-ba,2901304,33251,2,2022
BA,Cândido Sales,Chuvas Intensas - 1.3.2.1.4,110,27/12/2021,59051.014138/2021-76,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,candido-sales-ba,2906709,34339,2,2022
BA,Cocos,Chuvas Intensas - 1.3.2.1.4,85,16/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,cocos-ba,2908101,34614,2,2022
BA,Iaçu,Chuvas Intensas - 1.3.2.1.4,123,30/11/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,iacu-ba,2911907,35378,2,2022
BA,Ibicoara,Chuvas Intensas - 1.3.2.1.4,250,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,ibicoara-ba,2912202,35432,2,2022
BA,Iramaia,Chuvas Intensas - 1.3.2.1.4,143,28/12/2021,59051.014186/2021-64,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,iramaia-ba,2914307,35874,2,2022
BA,Nova Itarana,Chuvas Intensas - 1.3.2.1.4,321,27/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,nova-itarana-ba,2922805,37575,2,2022
BA,Novo Horizonte,Chuvas Intensas - 1.3.2.1.4,120,01/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,novo-horizonte-ba,2923035,39942,2,2022
BA,Palmas de Monte Alto,Chuvas Intensas - 1.3.2.1.4,211,27/12/2021,59051.014196/2022-81,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,palmas-de-monte-alto-ba,2923407,37699,2,2022
BA,Riacho de Santana,Chuvas Intensas - 1.3.2.1.4,328,26/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,riacho-de-santana-ba,2926400,38296,2,2022
BA,Tremedal,Chuvas Intensas - 1.3.2.1.4,220,27/12/2021,59051.014204/2022-99,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-23-de-4-de-janeiro-de-2022-372155492,,tremedal-ba,2931806,39357,2,2022
CE,Quixadá,Seca - 1.4.1.2.0,71,03/12/2021,59051.014109/2021-12,03/01/2022,https://in.gov.br/en/web/dou/-/portaria-n-3.451-de-31-de-dezembro-de-2021-371599300,,quixada-ce,2311306,15270,2,2022
RS,Crissiumal,Estiagem - 1.4.1.1.0,276,22/12/2021,59051.014180/2021-97,03/01/2022,https://in.gov.br/en/web/dou/-/portaria-n-3.451-de-31-de-dezembro-de-2021-371599300,,crissiumal-rs,4306007,86177,2,2022
MG,Águas Vermelhas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,aguas-vermelhas-mg,3101003,40193,2,2022
MG,Araçuaí,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,aracuai-mg,3103405,40673,2,2022
MG,Barão de Monte Alto,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,barao-de-monte-alto-mg,3105509,41092,2,2022
MG,Belmiro Braga,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,belmiro-braga-mg,3106101,41211,2,2022
MG,Berilo,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,berilo-mg,3106507,41297,2,2022
MG,Berizal,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,berizal-mg,3106655,41726,2,2022
MG,Buenópolis,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,buenopolis-mg,3109204,41831,2,2022
MG,Buritizeiro,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,buritizeiro-mg,3109402,41874,2,2022
MG,Cachoeira de Pajeú,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,cachoeira-de-pajeu-mg,3102704,40533,2,2022
MG,Catuti,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,catuti-mg,3115474,41866,2,2022
MG,Comercinho,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,comercinho-mg,3117009,43397,2,2022
MG,Coração de Jesus,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,coracao-de-jesus-mg,3118809,43753,2,2022
MG,Coromandel,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,coromandel-mg,3119302,43850,2,2022
MG,Coronel Murta,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,coronel-murta-mg,3119500,43893,2,2022
MG,Couto de Magalhães de Minas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,couto-de-magalhaes-de-minas-mg,3120102,44016,2,2022
MG,Cristália,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,cristalia-mg,3120300,44059,2,2022
MG,Curral de Dentro,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,curral-de-dentro-mg,3120870,42005,2,2022
MG,Divisa Alegre,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,divisa-alegre-mg,3122355,40126,2,2022
MG,Espinosa,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,espinosa-mg,3124302,44857,2,2022
MG,Fruta de Leite,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,fruta-de-leite-mg,3127073,42080,2,2022
MG,Grão Mogol,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,grao-mogol-mg,3127800,45551,2,2022
MG,Indaiabira,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,indaiabira-mg,3130655,42242,2,2022
MG,Itabirinha,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,itabirinha-mg,3131802,46353,2,2022
MG,Itinga,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,itinga-mg,3134004,46795,2,2022
MG,Jaíba,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,jaiba-mg,3135050,40282,2,2022
MG,Jampruca,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,jampruca-mg,3135076,40304,2,2022
MG,Jordânia,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,jordania-mg,3136504,47295,2,2022
MG,Juiz de Fora,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,juiz-de-fora-mg,3136702,47333,2,2022
MG,Ladainha,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,ladainha-mg,3137007,47392,2,2022
MG,Manga,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,manga-mg,3139300,47856,2,2022
MG,Mato Verde,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,mato-verde-mg,3141009,48194,2,2022
MG,Medina,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,medina-mg,3141405,48275,2,2022
MG,Monte Azul,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,monte-azul-mg,3142908,48577,2,2022
MG,Montes Claros,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,montes-claros-mg,3143302,48658,2,2022
MG,Montezuma,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,montezuma-mg,3143450,40460,2,2022
MG,Ninheira,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,ninheira-mg,3144656,41122,2,2022
MG,Novo Cruzeiro,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,novo-cruzeiro-mg,3145307,49050,2,2022
MG,Padre Carvalho,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,padre-carvalho-mg,3146255,41262,2,2022
MG,Porteirinha,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,porteirinha-mg,3152204,50431,2,2022
MG,Rio Pardo de Minas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,rio-pardo-de-minas-mg,3155603,51110,2,2022
MG,Rubelita,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,rubelita-mg,3156502,51292,2,2022
MG,Salinas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,salinas-mg,3157005,51390,2,2022
MG,Santa Cruz de Salinas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,santa-cruz-de-salinas-mg,3157377,41483,2,2022
MG,Santana do Deserto,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,santana-do-deserto-mg,3158607,51713,2,2022
MG,Serranópolis de Minas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,serranopolis-de-minas-mg,3166956,42382,2,2022
MG,Taiobeiras,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,05/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-24-de-4-de-janeiro-de-2022-372221416,,taiobeiras-mg,3168002,53597,2,2022
MG,Caraí,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,07/01/2022,https://www.in.gov.br/en/web/dou/-/retificacao-372468947,,carai-mg,3113008,42595,2,2022
MG,Carlos Chagas,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,07/01/2022,https://www.in.gov.br/en/web/dou/-/retificacao-372468947,,carlos-chagas-mg,3113701,42730,2,2022
MG,Pedra Azul,Tempestade Local/Convectiva - Chuvas Intensas - COBRADE - 1.3.2.1.4,547,29/12/2021,,07/01/2022,https://www.in.gov.br/en/web/dou/-/retificacao-372468947,,pedra-azul-mg,3148707,49735,2,2022
PR,Bom Jesus do Sul,Estiagem - 1.4.1.1.0,955,29/12/2021,59051.014202/2022-08,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,bom-jesus-do-sul-pr,4103156,75167,2,2022
RN,Água Nova,Estiagem - 1.4.1.1.0,15,05/11/2021,59051.013917/2021-54,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,agua-nova-rn,2400406,16071,2,2022
RS,Aratiba,Estiagem - 1.4.1.1.0,2789,28/12/2021,59051.014243/2022-96,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,aratiba-rs,4300901,85170,2,2022
RS,Barra do Guarita,Estiagem - 1.4.1.1.0,136,17/12/2021,59051.014187/2021-17,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,barra-do-guarita-rs,4301859,86363,2,2022
RS,Lagoa dos Três Cantos,Estiagem - 1.4.1.1.0,85,28/12/2021,59051.014219/2022-57,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,lagoa-dos-tres-cantos-rs,4311270,86886,2,2022
RS,Nonoai,Estiagem - 1.4.1.1.0,119,22/12/2021,59051.014218/2022-11,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,nonoai-rs,4312708,87572,2,2022
RS,Novo Barreiro,Estiagem - 1.4.1.1.0,118,22/12/2021,59051.014239/2022-28,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,novo-barreiro-rs,4313490,87262,2,2022
RS,Palmitinho,Estiagem - 1.4.1.1.0,110,16/12/2021,59051.014181/2021-31,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,palmitinho-rs,4313805,87793,2,2022
RS,Pontão,Estiagem - 1.4.1.1.0,1667,30/12/2021,59051.014237/2022-39,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,pontao-rs,4314779,87424,2,2022
RS,Santo Augusto,Estiagem - 1.4.1.1.0,4.292,23/12/2021,59051.014168/2021-82,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,santo-augusto-rs,4317806,88595,2,2022
RS,Victor Graeff,Estiagem - 1.4.1.1.0,138,29/12/2021,59051.014236/2022-94,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,victor-graeff-rs,4323200,89699,2,2022
SC,Botuverá,Chuvas Intensas - 1.3.2.1.4,2.802,13/10/2021,59051.014039/2021-94,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-31-de-5-de-janeiro-de-2022-372469027,,botuvera-sc,4202701,80519,2,2022
PB,Aguiar,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,aguiar-pb,2500205,19038,2,2022
PB,Alagoa Grande,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,alagoa-grande-pb,2500304,19054,2,2022
PB,Alagoa Nova,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,alagoa-nova-pb,2500403,19070,2,2022
PB,Alagoinha,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,alagoinha-pb,2500502,19097,2,2022
PB,Amparo,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,amparo-pb,2500734,19585,2,2022
PB,Araçagi,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,aracagi-pb,2500809,19151,2,2022
PB,Areia de Baraúnas,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,areia-de-baraunas-pb,2501153,19909,2,2022
PB,Belém,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,belem-pb,2501906,19399,2,2022
PB,Bom Jesus,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,bom-jesus-pb,2502201,19453,2,2022
PB,Boqueirão,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,boqueirao-pb,2502508,19518,2,2022
PB,Borborema,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,borborema-pb,2502706,19550,2,2022
PB,Brejo do Cruz,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,brejo-do-cruz-pb,2502805,19577,2,2022
PB,Caiçara,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,caicara-pb,2503605,19739,2,2022
PB,Caldas Brandão,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,caldas-brandao-pb,2503803,19771,2,2022
PB,Catingueira,"ESTIAGEM, COBRADE: 1.4.1.1.0",42.159,27/12/2021,59051.014184/2021-75,07/01/2022,https://www.in.gov.br/en/web/dou/-/portaria-n-30-de-5-de-janeiro-de-2022-372472506,,catingueira-pb,2504207,19852,2,2022
